iter	RMSE
188	14.0220013
189	14.01383057
190	14.00707878
191	14.00082008
192	13.99537926
193	13.98774646
194	13.9742875
195	13.96959774
196	13.9618019
197	13.95577909
198	13.9441799
199	13.93645132
200	13.93436814
201	13.91906949
202	13.91128191
203	13.89925267
204	13.89124887
205	13.88052225
206	13.87307112
207	13.86285403
208	13.8497229
209	13.84700303
210	13.83678662
211	13.83461754
212	13.82577406
213	13.82107765
214	13.81752039
215	13.81297047
216	13.80825618
217	13.79844622
218	13.78474044
219	13.77846739
220	13.77372198
221	13.76970981
222	13.75638867
223	13.75373807
224	13.74582391
225	13.74381828
226	13.7397886
227	13.73613895
228	13.72724124
229	13.71418801
230	13.70730782
231	13.69667925
232	13.69190172
233	13.68589769
234	13.67153744
235	13.66065584
236	13.65646457
237	13.65009348
238	13.6408192
239	13.63390169
240	13.628593
241	13.62292836
242	13.61566826
243	13.61041109
244	13.60512579
245	13.60113996
246	13.5960495
247	13.58268638
248	13.58019862
249	13.57654394
250	13.57312734
251	13.5639301
252	13.55986142
253	13.55196781
254	13.54718245
255	13.54391183
256	13.53298782
257	13.52541671
258	13.51883088
259	13.51115438
260	13.5087585
261	13.50196906
262	13.49786305
263	13.49135627
264	13.4876056
265	13.48013263
266	13.47338603
267	13.4619398
268	13.45526281
269	13.45217376
270	13.44990128
271	13.44797327
272	13.44071032
273	13.43535756
274	13.43123238
275	13.41574191
276	13.40942391
277	13.4068031
278	13.40212044
279	13.40043379
280	13.38849216
281	13.38093542
282	13.37690153
283	13.37303958
284	13.37099158
285	13.35716436
286	13.35388504
287	13.34681237
288	13.34311867
289	13.33675792
290	13.32422301
291	13.31914206
292	13.30706744
293	13.2956384
294	13.29070758
295	13.28781564
296	13.28125907
297	13.26836742
298	13.26485904
299	13.25195003
300	13.24360991
301	13.24054505
302	13.23744097
303	13.23195244
304	13.22970308
305	13.22787429
306	13.22413921
307	13.22063934
308	13.2146366
309	13.21135416
310	13.20265843
311	13.1983473
312	13.192846
313	13.18787076
314	13.18449138
315	13.18110381
316	13.17002636
317	13.16677871
318	13.16129241
319	13.15577012
320	13.14964631
321	13.14461806
322	13.14017787
323	13.13708798
324	13.13244176
325	13.12752602
326	13.12595642
327	13.11881131
328	13.11597778
329	13.10311083
330	13.1004331
331	13.09750857
332	13.09285081
333	13.09051921
334	13.08728439
335	13.08445592
336	13.07986614
337	13.07528162
338	13.06680477
339	13.06255482
340	13.05836699
341	13.05680835
342	13.0545568
343	13.05204538
344	13.04895174
345	13.03850857
346	13.02685668
347	13.0226582
348	13.01683042
349	13.01567216
350	13.00430753
351	12.9907186
352	12.98313665
353	12.97967516
354	12.97491252
355	12.97068383
356	12.96203147
357	12.95366974
358	12.94615216
359	12.93737557
360	12.92641179
361	12.92370059
362	12.9193642
363	12.91649304
364	12.90280793
365	12.89863336
366	12.89661444
367	12.89006639
368	12.88172003
369	12.87723166
370	12.87443543
371	12.86190863
372	12.85796601
373	12.85525898
374	12.85176381
375	12.85066893
376	12.84374722
377	12.82975535
378	12.82002634
379	12.81605116
380	12.81518269
381	12.8075733
382	12.79812042
383	12.79659061
384	12.78734665
385	12.78655179
386	12.78038006
387	12.77874327
388	12.77585037
389	12.77302967
390	12.77064595
391	12.76679868
392	12.76461156
393	12.76153233
394	12.75359073
395	12.75163692
396	12.7506905
397	12.74508026
398	12.74337982
399	12.73672915
400	12.72083675
401	12.71928739
402	12.71568273
403	12.71346464
404	12.71045359
405	12.70782036
406	12.69851784
407	12.69557322
408	12.69187059
409	12.68860285
410	12.67800164
411	12.67547306
412	12.66999771
413	12.66770776
414	12.6634515
415	12.65289024
416	12.64275477
417	12.64075521
418	12.6369119
419	12.63463993
420	12.63145925
421	12.6254263
422	12.61530898
423	12.61370419
424	12.61162674
425	12.60358822
426	12.6009836
427	12.59907211
428	12.59523152
429	12.59386218
430	12.59278005
431	12.59174877
432	12.58741193
433	12.57768098
434	12.57669288
435	12.57081995
436	12.56533166
437	12.56209307
438	12.5572653
439	12.55430059
440	12.54925732
441	12.54316677
442	12.54125636
443	12.53956935
444	12.52544342
445	12.52282364
446	12.52126951
447	12.51907558
448	12.50965533
449	12.50830103
450	12.49643941
451	12.49343318
452	12.48795442
453	12.48063941
454	12.47885142
455	12.47600792
456	12.46481904
457	12.46198364
458	12.45826501
459	12.44981773
460	12.44523987
461	12.43512803
462	12.43159793
463	12.42593904
464	12.41453489
465	12.41399195
466	12.41076586
467	12.4082379
468	12.40608148
469	12.39463135
470	12.3905782
471	12.38326739
472	12.38011527
473	12.37511824
474	12.37245058
475	12.36520323
476	12.36001473
477	12.35086154
478	12.33774864
479	12.33447509
480	12.3323895
481	12.33098889
482	12.32737847
483	12.32597634
484	12.31685071
485	12.3155876
486	12.31066125
487	12.30920256
488	12.30560373
489	12.3043517
490	12.29970938
491	12.29794047
492	12.29609656
493	12.29415082
494	12.28719175
495	12.2752288
496	12.27290276
497	12.26887107
498	12.26347703
499	12.26022652
500	12.25542824
501	12.24550196
502	12.23932044
503	12.23812256
504	12.23388527
505	12.23107039
506	12.2263668
507	12.22522024
508	12.22085317
509	12.21402164
510	12.21125553
511	12.20422321
512	12.19503111
513	12.19363735
514	12.18238032
515	12.17854065
516	12.17400296
517	12.17320913
518	12.15942789
519	12.1573801
520	12.14659506
521	12.14507384
522	12.13731896
523	12.13578754
524	12.12440405
525	12.11587909
526	12.11440277
527	12.10804703
528	12.1039218
529	12.09861096
530	12.09738843
531	12.08836364
532	12.08720774
533	12.0804594
534	12.07679365
535	12.07250513
536	12.06996755
537	12.06851298
538	12.06524095
539	12.06346189
540	12.06301326
541	12.06270397
542	12.06025266
543	12.05175605
544	12.05004546
545	12.03676736
546	12.03339944
547	12.02608529
548	12.02464394
549	12.0220573
550	12.01668651
551	12.01562495
552	12.0083315
553	11.9969735
554	11.98897689
555	11.98593623
556	11.98060406
557	11.9751259
558	11.97041715
559	11.96848421
560	11.966267
561	11.96096948
562	11.95933757
563	11.95746088
564	11.95605845
565	11.95113964
566	11.94264075
567	11.94044174
568	11.93885512
569	11.93255239
570	11.9274409
571	11.92663422
572	11.91889783
573	11.91714265
574	11.91588685
575	11.91167208
576	11.90955861
577	11.90310707
578	11.89375638
579	11.89272908
580	11.89085162
581	11.88884194
582	11.88841492
583	11.87986492
584	11.87662897
585	11.87559911
586	11.87448864
587	11.87112793
588	11.86185231
589	11.86020941
590	11.85506632
591	11.85115301
592	11.84072
593	11.83940236
594	11.82693298
595	11.82338962
596	11.81734964
597	11.81497473
598	11.80225369
599	11.79318836
600	11.79086148
601	11.78907268
602	11.78211981
603	11.77762236
604	11.76772859
605	11.76007892
606	11.75786792
607	11.75613595
608	11.75406622
609	11.75322116
610	11.74119696
611	11.7383277
612	11.7336054
613	11.73309553
614	11.73137465
615	11.72964052
616	11.72798443
617	11.72568697
618	11.72322333
619	11.72281884
620	11.71968792
621	11.71513784
622	11.70554402
623	11.70174576
624	11.69377761
625	11.69124528
626	11.68658663
627	11.68581063
628	11.68362226
629	11.68334672
630	11.68148855
631	11.68050726
632	11.67584512
633	11.67330948
634	11.67106627
635	11.66544945
636	11.65568521
637	11.65447852
638	11.64654819
639	11.64421571
640	11.64187091
641	11.63980038
642	11.63687145
643	11.63467415
644	11.6286788
645	11.6228235
646	11.6223605
647	11.62209759
648	11.62183824
649	11.61933069
650	11.61757767
651	11.61527105
652	11.61012379
653	11.60987359
654	11.60696976
655	11.6026445
656	11.59869615
657	11.59685619
658	11.59618606
659	11.58864194
660	11.58603687
661	11.58205714
662	11.57670522
663	11.57636407
664	11.5686588
665	11.56056734
666	11.5590119
667	11.55769455
668	11.5513147
669	11.54677099
670	11.53856799
671	11.53613906
672	11.52959654
673	11.52477765
674	11.52337779
675	11.52139939
676	11.51503019
677	11.51255192
678	11.51140247
679	11.50597393
680	11.50202654
681	11.49812595
682	11.49072548
683	11.48907454
684	11.4840453
685	11.47442809
686	11.46801824
687	11.46371127
688	11.4611447
689	11.45828354
690	11.4546827
691	11.4502801
692	11.44847634
693	11.4463235
694	11.43777019
695	11.43691421
696	11.43531094
697	11.43192
698	11.43092316
699	11.42727566
700	11.42346696
701	11.42215937
702	11.41959331
703	11.41833974
704	11.4162449
705	11.41546314
706	11.41416151
707	11.41022661
708	11.40864923
709	11.4084105
710	11.40766797
711	11.40691297
712	11.40466467
713	11.40380254
714	11.39944958
715	11.39364124
716	11.3852393
717	11.3839865
718	11.3756344
719	11.37442169
720	11.36708619
721	11.36338616
722	11.35746096
723	11.35522066
724	11.35330574
725	11.35253859
726	11.34894963
727	11.34079504
728	11.34057165
729	11.33761202
730	11.33541799
731	11.33080229
732	11.32727463
733	11.32023016
734	11.31663657
735	11.3155869
736	11.30956142
737	11.30560821
738	11.30461658
739	11.30272425
740	11.29878223
741	11.29758793
742	11.28864286
743	11.28845479
744	11.28150929
745	11.27517481
746	11.27496267
747	11.27349637
748	11.27277554
749	11.27102319
750	11.26982259
751	11.26521081
752	11.26196392
753	11.26121052
754	11.26060015
755	11.26024561
756	11.25500638
757	11.249992
758	11.24914986
759	11.24731257
760	11.24391797
761	11.24326702
762	11.24201873
763	11.23800833
764	11.23629686
765	11.23605695
766	11.23577068
767	11.23349166
768	11.22798855
769	11.22404329
770	11.22289978
771	11.21886527
772	11.21296426
773	11.20981949
774	11.20829758
775	11.20500125
776	11.19754585
777	11.1942134
778	11.18774626
779	11.18117713
780	11.17497643
781	11.17278647
782	11.16914088
783	11.1680769
784	11.16779813
785	11.16600145
786	11.16494195
787	11.16139558
788	11.16039484
789	11.16012536
790	11.1584486
791	11.15480039
792	11.1546051
793	11.14771601
794	11.143469
795	11.14191925
796	11.13866462
797	11.13583972
798	11.13438917
799	11.12681318
800	11.12561608
801	11.12319073
802	11.12024951
803	11.1122589
804	11.10938138
805	11.10864538
806	11.10569492
807	11.10296086
808	11.10209678
809	11.10127442
810	11.09958401
811	11.09802494
812	11.09595231
813	11.09520844
814	11.08941827
815	11.08622036
816	11.07825954
817	11.07451512
818	11.07228684
819	11.06932408
820	11.06622801
821	11.06070739
822	11.05564644
823	11.05326249
824	11.04922979
825	11.04824087
826	11.04664566
827	11.0446306
828	11.04173526
829	11.03560347
830	11.03083405
831	11.025322
832	11.02219327
833	11.01982096
834	11.01904746
835	11.01609697
836	11.01290614
837	11.01126723
838	11.00801138
839	11.00665023
840	11.00158348
841	10.99534197
842	10.99253805
843	10.98412173
844	10.97973718
845	10.97498191
846	10.97196338
847	10.97109255
848	10.9682426
849	10.96662606
850	10.95845557
851	10.95826941
852	10.95610812
853	10.95594807
854	10.95509834
855	10.95356562
856	10.95239575
857	10.94601786
858	10.94084234
859	10.9393144
860	10.93160191
861	10.92914307
862	10.92412859
863	10.92197491
864	10.91940998
865	10.91634487
866	10.91256715
867	10.91112301
868	10.90975349
869	10.90486352
870	10.90218387
871	10.89475348
872	10.88942208
873	10.88653392
874	10.88048221
875	10.87195218
876	10.87168775
877	10.87069951
878	10.86768291
879	10.86675062
880	10.85832004
881	10.85643903
882	10.85446224
883	10.85226621
884	10.85013352
885	10.8488594
886	10.84753035
887	10.84459858
888	10.84182402
889	10.83875138
890	10.83575066
891	10.83305638
892	10.82662118
893	10.82365248
894	10.8198947
895	10.8190945
896	10.81100478
897	10.80876435
898	10.80784211
899	10.80240877
900	10.80082161
901	10.79956911
902	10.7903479
903	10.7853158
904	10.77760689
905	10.77411109
906	10.76869228
907	10.76277256
908	10.7577466
909	10.75511472
910	10.75266009
911	10.75102059
912	10.74869503
913	10.74792114
914	10.74407018
915	10.74105102
916	10.73499621
917	10.72766587
918	10.7262265
919	10.7249245
920	10.72160485
921	10.71755027
922	10.71059684
923	10.70400441
924	10.70274182
925	10.69995057
926	10.69741406
927	10.69636261
928	10.69093886
929	10.68715396
930	10.68559085
931	10.6837052
932	10.68224285
933	10.67892603
934	10.67105388
935	10.66474326
936	10.66178828
937	10.65799804
938	10.65458398
939	10.64992491
940	10.6419081
941	10.63526296
942	10.63223453
943	10.62306829
944	10.61932219
945	10.61400422
946	10.60703695
947	10.60488011
948	10.60008172
949	10.59814371
950	10.5956233
951	10.5941777
952	10.5929831
953	10.59149385
954	10.58898742
955	10.58750281
956	10.58666502
957	10.58497901
958	10.57872868
959	10.57822052
960	10.57657703
961	10.57405522
962	10.57270161
963	10.57157706
964	10.5617738
965	10.55706447
966	10.54950832
967	10.54815709
968	10.54699159
969	10.54575584
970	10.54287644
971	10.54027802
972	10.53890738
973	10.53807888
974	10.5332206
975	10.52479414
976	10.52039963
977	10.51734175
978	10.51657409
979	10.51369889
980	10.51082335
981	10.50645786
982	10.50541563
983	10.49791421
984	10.49664163
985	10.49418543
986	10.49256532
987	10.49101135
988	10.48668967
989	10.48269474
990	10.48245322
991	10.48143017
992	10.47679235
993	10.47584728
994	10.47437759
995	10.47100584
996	10.46525095
997	10.46080275
998	10.45796156
999	10.45357736
1000	10.45071368
1001	10.44813379
1002	10.44506447
1003	10.44318381
1004	10.43607301
1005	10.43514334
1006	10.43350652
1007	10.43020512
1008	10.4292423
1009	10.42812103
1010	10.42569055
1011	10.42329503
1012	10.42301617
1013	10.42010629
1014	10.41738245
1015	10.41721729
1016	10.41459107
1017	10.41289823
1018	10.41041097
1019	10.4094672
1020	10.4075763
1021	10.40550841
1022	10.40441561
1023	10.40362405
1024	10.39908485
1025	10.3980642
1026	10.39629283
1027	10.39604111
1028	10.39469352
1029	10.38899367
1030	10.38839385
1031	10.38725738
1032	10.38616877
1033	10.37665327
1034	10.3704456
1035	10.37027662
1036	10.36954167
1037	10.36843889
1038	10.36289725
1039	10.36158181
1040	10.36046128
1041	10.35340518
1042	10.34818554
1043	10.34626457
1044	10.34330817
1045	10.34075123
1046	10.33780835
1047	10.33622502
1048	10.33411164
1049	10.32809232
1050	10.32686247
1051	10.32269587
1052	10.32198509
1053	10.32116147
1054	10.31963179
1055	10.31838531
1056	10.31597626
1057	10.31423359
1058	10.31398322
1059	10.31284874
1060	10.30978699
1061	10.3070309
1062	10.30589862
1063	10.30299821
1064	10.3004872
1065	10.29857459
1066	10.29484286
1067	10.29409057
1068	10.29270658
1069	10.29035235
1070	10.28966311
1071	10.28948721
1072	10.28873708
1073	10.28739848
1074	10.28225754
1075	10.28095456
1076	10.28030392
1077	10.27796716
1078	10.27393233
1079	10.27371349
1080	10.26961975
1081	10.26446471
1082	10.25912604
1083	10.25819098
1084	10.25432492
1085	10.25297584
1086	10.24873852
1087	10.24818673
1088	10.24578345
1089	10.2419621
1090	10.23949052
1091	10.23872829
1092	10.23629169
1093	10.22944883
1094	10.22871411
1095	10.22687175
1096	10.22498901
1097	10.22433128
1098	10.22190472
1099	10.21797985
1100	10.21692054
1101	10.21463432
1102	10.21195124
1103	10.20499008
1104	10.20202624
1105	10.19962731
1106	10.19869052
1107	10.19472972
1108	10.19260121
1109	10.19024715
1110	10.18935369
1111	10.18871863
1112	10.18848521
1113	10.18761782
1114	10.1866975
1115	10.18604984
1116	10.1843543
1117	10.18333174
1118	10.18224931
1119	10.18165457
1120	10.17846624
1121	10.17785215
1122	10.17720363
1123	10.17590536
1124	10.17495879
1125	10.17151198
1126	10.16468079
1127	10.163224
1128	10.15931892
1129	10.15315017
1130	10.14920569
1131	10.14288836
1132	10.13819847
1133	10.13572487
1134	10.12855714
1135	10.12652448
1136	10.12611471
1137	10.12011827
1138	10.11815884
1139	10.11593009
1140	10.11107532
1141	10.10349169
1142	10.1028529
1143	10.10076425
1144	10.09940269
1145	10.09421904
1146	10.092364
1147	10.08589958
1148	10.08453001
1149	10.0823733
1150	10.078967
1151	10.0776902
1152	10.07408968
1153	10.07321981
1154	10.07180328
1155	10.06357825
1156	10.06172608
1157	10.06101919
1158	10.0586002
1159	10.05575971
1160	10.05304567
1161	10.05241854
1162	10.04872235
1163	10.0407021
1164	10.03992401
1165	10.03931836
1166	10.03498867
1167	10.03185602
1168	10.03132926
1169	10.02518971
1170	10.0240378
1171	10.02155068
1172	10.02033737
1173	10.01534187
1174	10.0073683
1175	10.00446974
1176	10.00116599
1177	9.996698222
1178	9.993624522
1179	9.984475649
1180	9.984243788
1181	9.980946286
1182	9.978297737
1183	9.975356725
1184	9.974158468
1185	9.973489485
1186	9.969026935
1187	9.961944206
1188	9.959679713
1189	9.959171417
1190	9.952721041
1191	9.951219605
1192	9.941241014
1193	9.935779702
1194	9.929581451
1195	9.927420929
1196	9.92635723
1197	9.922414422
1198	9.920411547
1199	9.914552768
1200	9.913647648
1201	9.911477536
1202	9.91085441
1203	9.909819552
1204	9.905162353
1205	9.902606288
1206	9.899889701
1207	9.894969895
1208	9.893317602
1209	9.887815195
1210	9.885592723
1211	9.882123243
1212	9.878388745
1213	9.87541753
1214	9.872649893
1215	9.870930482
1216	9.870148462
1217	9.868143666
1218	9.867365656
1219	9.864684243
1220	9.863730684
1221	9.858443834
1222	9.854986058
1223	9.850836232
1224	9.849681349
1225	9.847437898
1226	9.847283739
1227	9.844474372
1228	9.843344195
1229	9.84172857
1230	9.838436129
1231	9.835054768
1232	9.832579027
1233	9.829008367
1234	9.827000953
1235	9.825071368
1236	9.822147727
1237	9.820385987
1238	9.818362658
1239	9.813929947
1240	9.811356847
1241	9.807616907
1242	9.805999167
1243	9.803572176
1244	9.80216418
1245	9.801226787
1246	9.799880414
1247	9.799295142
1248	9.794669748
1249	9.793770138
1250	9.79039418
1251	9.787207102
1252	9.782163114
1253	9.781711229
1254	9.775680728
1255	9.775322894
1256	9.771982455
1257	9.766000973
1258	9.764525508
1259	9.762694405
1260	9.761657308
1261	9.760970749
1262	9.760453228
1263	9.757179785
1264	9.75319466
1265	9.753042281
1266	9.74927981
1267	9.747840273
1268	9.747599764
1269	9.747125216
1270	9.745442742
1271	9.742437807
1272	9.739981608
1273	9.738933572
1274	9.738269503
1275	9.735871412
1276	9.733639022
1277	9.733171091
1278	9.732795931
1279	9.732028401
1280	9.731593907
1281	9.730961669
1282	9.73055672
1283	9.728427413
1284	9.72762567
1285	9.724717886
1286	9.722189076
1287	9.721582547
1288	9.720529598
1289	9.7196999
1290	9.714659136
1291	9.713796348
1292	9.712940587
1293	9.710529116
1294	9.707150881
1295	9.706025594
1296	9.703302092
1297	9.702173055
1298	9.699966929
1299	9.699384836
1300	9.694744718
1301	9.689283384
1302	9.686977709
1303	9.683862034
1304	9.680589419
1305	9.675529988
1306	9.67395637
1307	9.672590044
1308	9.67057983
1309	9.670194656
1310	9.669019039
1311	9.667036306
1312	9.665056986
1313	9.664305605
1314	9.663369446
1315	9.662916646
1316	9.661390738
1317	9.660138896
1318	9.659926242
1319	9.659433564
1320	9.659310286
1321	9.657013417
1322	9.655368401
1323	9.65001483
1324	9.648857847
1325	9.647342924
1326	9.645023827
1327	9.640690356
1328	9.638676256
1329	9.637252247
1330	9.636802966
1331	9.636142614
1332	9.633957502
1333	9.633589428
1334	9.63212678
1335	9.629785939
1336	9.62739036
1337	9.627035971
1338	9.626112239
1339	9.62430633
1340	9.619753064
1341	9.619172196
1342	9.615941629
1343	9.612812945
1344	9.611272956
1345	9.606635294
1346	9.603806434
1347	9.599950854
1348	9.596615629
1349	9.59316991
1350	9.59059464
1351	9.587185311
1352	9.586067226
1353	9.585051136
1354	9.582505923
1355	9.580055672
1356	9.579240216
1357	9.578044738
1358	9.575193124
1359	9.573177733
1360	9.568970926
1361	9.568078185
1362	9.561732786
1363	9.557956989
1364	9.552790901
1365	9.548409146
1366	9.546199781
1367	9.545105127
1368	9.544386801
1369	9.541684339
1370	9.53743623
1371	9.535555708
1372	9.531536157
1373	9.529466239
1374	9.525659682
1375	9.522428451
1376	9.5206344
1377	9.516821793
1378	9.51299267
1379	9.508834766
1380	9.508157809
1381	9.506384871
1382	9.505944997
1383	9.504629624
1384	9.502582303
1385	9.500421885
1386	9.498383382
1387	9.49719372
1388	9.496788727
1389	9.493646557
1390	9.490676662
1391	9.48519061
1392	9.485052775
1393	9.47876966
1394	9.476506441
1395	9.475229651
1396	9.47478803
1397	9.474350844
1398	9.470524679
1399	9.470407234
1400	9.467462602
1401	9.466711067
1402	9.462736151
1403	9.455980092
1404	9.453183525
1405	9.450661465
1406	9.449947361
1407	9.446573867
1408	9.446378719
1409	9.44232781
1410	9.440490209
1411	9.436572225
1412	9.432900588
1413	9.43118413
1414	9.43005084
1415	9.424257913
1416	9.421187305
1417	9.417419241
1418	9.415402712
1419	9.413829384
1420	9.407584761
1421	9.407282605
1422	9.406413737
1423	9.404944231
1424	9.402369039
1425	9.400224854
1426	9.398126121
1427	9.395378261
1428	9.393227738
1429	9.391200539
1430	9.390503664
1431	9.388678594
1432	9.384562354
1433	9.381733792
1434	9.380090141
1435	9.378601263
1436	9.374619543
1437	9.37288983
1438	9.368882105
1439	9.365879538
1440	9.364237701
1441	9.363853147
1442	9.360605567
1443	9.359004535
1444	9.356970958
1445	9.35479232
1446	9.351368907
1447	9.350659247
1448	9.348988676
1449	9.345297198
1450	9.344392956
1451	9.342598703
1452	9.33968051
1453	9.337570942
1454	9.335175268
1455	9.333219896
1456	9.331233152
1457	9.3284211
1458	9.325140082
1459	9.321132959
1460	9.320361507
1461	9.318810752
1462	9.318256859
1463	9.314718974
1464	9.312590992
1465	9.307889856
1466	9.305355412
1467	9.303861496
1468	9.300588693
1469	9.296634743
1470	9.296128072
1471	9.295715043
1472	9.293676328
1473	9.291224928
1474	9.29032569
1475	9.286905553
1476	9.284560332
1477	9.280530751
1478	9.278421503
1479	9.274560653
1480	9.271505573
1481	9.268819338
1482	9.267074108
1483	9.264503287
1484	9.26327658
1485	9.262905581
1486	9.261663833
1487	9.257481198
1488	9.255992528
1489	9.254955825
1490	9.253996347
1491	9.253668845
1492	9.253301868
1493	9.252346964
1494	9.249771434
1495	9.247537433
1496	9.245180846
1497	9.242942133
1498	9.242422388
1499	9.242147019
